LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME
3,16.15,16.15,4,16.24,16.24,2,16.00,16.00,1,15.91,15.91
4,11.90,28.05,2,11.69,27.93,3,11.98,27.98,1,11.98,27.89
4,10.10,38.15,1,9.91,37.84,3,10.07,38.05,2,10.07,37.96
2,9.77,47.92,1,9.97,47.81,4,10.03,48.08,2,9.96,47.92
3,9.30,57.22,1,9.33,57.14,4,9.30,57.38,2,9.29,57.21
3,9.51,1:06.73,1,9.40,1:06.54,4,9.49,1:06.87,2,9.43,1:06.64
3,9.49,1:16.22,1,9.52,1:16.06,4,9.48,1:16.35,2,9.51,1:16.15
2,9.61,1:25.83,1,9.69,1:25.75,4,9.68,1:26.03,3,9.73,1:25.88
3,9.94,1:35.77,2,9.92,1:35.67,4,10.11,1:36.122,1,9.55,1:35.43
