Jakov DOMITREK POSITION,Jakov DOMITREK LAP TIME,Jakov DOMITREK ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME
5,15.12,15.12,1,14.69,14.69,3,14.85,14.85,4,14.94,14.94,2,14.72,14.72
5,9.24,24.36,1,8.81,23.50,3,9.05,23.90,4,9.06,24.00,2,9.06,23.78
5,10.22,34.58,1,9.94,33.44,3,9.72,33.62,4,9.69,33.69,2,9.75,33.53
5,10.31,44.89,2,10.09,43.53,3,9.98,43.60,4,10.03,43.72,1,9.93,43.46
5,10.40,55.29,4,9.91,53.44,1,9.55,53.15,3,9.59,53.31,2,9.72,53.18
5,10.36,1:05.65,4,9.83,1:03.27,1,9.70,1:02.85,3,9.78,1:03.09,2,9.80,1:02.98
5,10.56,1:16.21,4,9.83,1:13.10,2,9.84,1:12.69,3,9.69,1:12.78,1,9.58,1:12.56
5,10.73,1:26.94,4,10.06,1:23.16,2,9.54,1:22.23,3,9.63,1:22.41,1,9.55,1:22.11
5,10.83,1:37.763,4,10.61,1:33.766,2,9.57,1:31.792,3,9.50,1:31.901,1,9.68,1:31.782
