Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
2,6.82,6.82,1,6.80,6.80,3,6.98,6.98,4,7.15,7.15
2,9.21,16.03,1,9.16,15.96,3,9.14,16.12,4,9.11,16.26
2,8.60,24.63,1,8.50,24.46,3,8.63,24.75,4,8.65,24.91
2,8.77,33.40,1,8.61,33.07,3,8.72,33.47,4,8.80,33.71
2,9.10,42.499,1,8.92,41.982,3,9.24,42.709,4,9.23,42.931
