Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
2,7.31,7.31,1,7.21,7.21,3,7.49,7.49,4,7.67,7.67
2,9.55,16.86,1,9.48,16.69,3,9.56,17.05,4,9.53,17.20
2,8.93,25.79,1,9.03,25.72,3,9.03,26.08,4,9.08,26.28
2,9.27,35.06,1,9.21,34.93,3,9.12,35.20,4,9.26,35.54
2,9.37,44.431,1,9.48,44.408,3,9.27,44.464,4,9.46,45.000
