EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME
1,13.19,13.19,4,13.51,13.51,5,13.63,13.63,2,13.28,13.28,3,13.40,13.40
2,9.90,23.09,4,9.95,23.46,5,9.95,23.58,1,9.80,23.08,3,9.89,23.29
1,9.57,32.66,4,9.46,32.92,5,9.48,33.06,2,9.67,32.75,2,9.46,32.75
1,9.46,42.12,4,9.49,42.41,5,9.53,42.59,2,9.45,42.20,3,9.46,42.21
1,9.43,51.55,4,9.44,51.85,5,9.38,51.97,2,9.44,51.64,3,9.52,51.73
1,9.53,1:01.08,4,9.52,1:01.37,5,9.54,1:01.51,2,9.46,1:01.10,3,9.54,1:01.27
2,9.66,1:10.74,4,9.50,1:10.87,5,9.60,1:11.11,1,9.50,1:10.60,3,9.58,1:10.85
2,9.53,1:20.27,3,9.49,1:20.36,5,9.77,1:20.88,1,9.54,1:20.14,4,9.84,1:20.69
2,9.71,1:29.98,3,9.69,1:30.05,5,10.00,1:30.884,1,9.69,1:29.83,4,10.17,1:30.866
