Dennis WALZER POSITION,Dennis WALZER LAP TIME,Dennis WALZER ELAPSED TIME,CHEN Xin POSITION,CHEN Xin LAP TIME,CHEN Xin ELAPSED TIME,Grant HESTER POSITION,Grant HESTER LAP TIME,Grant HESTER ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
1,15.106,15.106,2,15.455,15.455,3,15.670,15.670,4,15.798,15.798
1,13.095,28.202,3,13.041,28.497,2,12.735,28.405,4,13.083,28.881
1,12.290,40.492,3,12.290,40.786,2,12.116,40.521,4,12.138,41.020
2,11.317,51.808,3,11.252,52.038,1,10.943,51.464,4,11.440,52.460
2,10.688,1:02.497,1,10.315,1:02.354,3,11.225,1:02.689,4,10.459,1:02.919
1,10.641,1:13.138,2,10.922,1:13.276,3,10.733,1:13.422,4,10.677,1:13.596
2,10.049,1:23.187,1,9.904,1:23.180,3,9.991,1:23.413,4,10.010,1:23.606
1,9.496,1:32.683,2,9.554,1:32.734,3,9.511,1:32.924,4,9.520,1:33.126
4,10.128,1:42.810,1,9.455,1:42.188,2,9.796,1:42.720,3,9.633,1:42.759
