Elena YAKUSCHENKO POSITION,Elena YAKUSCHENKO LAP TIME,Elena YAKUSCHENKO ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
3,15.022,15.022,2,15.017,15.017,1,14.845,14.845,4,15.102,15.102
4,11.751,26.772,2,11.470,26.487,1,11.430,26.274,3,11.465,26.567
4,10.636,37.408,3,10.755,37.241,1,10.716,36.989,2,10.665,37.231
4,10.440,47.848,3,10.505,47.745,1,10.463,47.452,2,10.393,47.624
4,10.285,58.133,3,10.231,57.975,1,10.288,57.740,2,10.332,57.956
4,10.123,1:08.255,2,10.159,1:08.133,1,10.237,1:07.977,3,10.262,1:08.217
3,10.247,1:18.501,2,10.233,1:18.366,1,10.220,1:18.196,4,10.318,1:18.535
4,10.701,1:29.202,1,9.464,1:27.829,2,10.170,1:28.366,3,10.138,1:28.673
4,11.04,1:40.237,1,10.13,1:37.953,3,10.61,1:38.973,2,10.12,1:38.784
