START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,9.63,9.63,6,10.01,10.01,2,9.68,9.68,4,9.86,9.86,3,9.78,9.78,4,9.86,9.86,7,10.17,10.17,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
3,12.89,22.52,6,12.81,22.82,3,12.84,22.52,5,12.85,22.71,1,12.62,22.40,2,12.60,22.46,7,12.82,22.99,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,11.26,33.78,7,11.10,33.92,5,11.12,33.64,1,10.74,33.45,4,11.23,33.63,2,11.07,33.53,2,10.54,33.53,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
5,10.43,44.21,7,10.41,44.33,4,10.48,44.12,1,10.36,43.81,5,10.58,44.21,3,10.49,44.02,2,10.39,43.92,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
7,10.17,54.38,1,9.62,53.95,6,10.15,54.27,4,10.26,54.07,1,9.74,53.95,5,10.17,54.19,3,10.05,53.97,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
7,9.67,1:04.05,1,9.47,1:03.42,6,9.77,1:04.04,4,9.80,1:03.87,2,9.65,1:03.60,5,9.78,1:03.97,3,9.78,1:03.75,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
5,9.62,1:13.67,1,9.80,1:13.22,7,9.73,1:13.77,5,9.80,1:13.67,2,9.80,1:13.40,4,9.56,1:13.53,3,9.77,1:13.52,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
7,9.73,1:23.40,1,9.45,1:22.67,6,9.48,1:23.25,3,9.23,1:22.90,2,9.45,1:22.85,4,9.50,1:23.03,5,9.62,1:23.14,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
7,9.02,1:32.42,1,8.95,1:31.62,6,9.04,1:32.29,3,9.06,1:31.96,2,8.94,1:31.79,4,9.02,1:32.05,5,9.00,1:32.14,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,8.83,1:41.25,1,8.93,1:40.55,7,9.01,1:41.30,3,8.86,1:40.82,2,8.93,1:40.72,4,8.86,1:40.91,5,8.84,1:40.98,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,9.05,1:50.30,1,9.24,1:49.79,7,9.29,1:50.59,2,9.09,1:49.91,3,9.27,1:49.99,4,9.14,1:50.05,5,9.14,1:50.12,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,9.47,1:59.77,1,9.33,1:59.12,7,9.81,2:00.40,3,9.50,1:59.41,2,9.39,1:59.38,4,9.50,1:59.55,5,9.49,1:59.61,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,9.39,2:09.16,1,9.29,2:08.41,7,10.45,2:10.85,2,9.19,2:08.60,4,9.56,2:08.94,5,9.49,2:09.04,3,9.02,2:08.63,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
6,9.96,2:19.12,1,9.36,2:17.77,7,10.96,2:21.81,3,9.38,2:17.98,4,9.86,2:18.80,5,9.91,2:18.95,2,9.18,2:17.81,2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,m,Quarterfinals,4
