PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
5,14.53,14.53,3,14.10,14.10,1,13.85,13.85,2,13.98,13.98,4,14.29,14.29
5,10.88,25.41,4,11.13,25.23,1,11.16,25.01,2,11.10,25.08,3,10.92,25.21
5,10.48,35.89,2,10.20,35.43,3,10.46,35.47,1,10.29,35.37,4,10.36,35.57
5,9.75,45.64,1,9.78,45.21,2,9.82,45.29,3,10.00,45.37,4,9.90,45.47
5,10.31,55.95,1,10.31,55.52,3,10.34,55.63,2,10.22,55.59,4,10.30,55.77
5,9.97,1:05.92,3,10.15,1:05.67,1,9.77,1:05.40,2,10.05,1:05.64,4,10.03,1:05.80
5,9.75,1:15.67,2,9.87,1:15.54,1,9.44,1:14.84,4,9.96,1:15.60,3,9.76,1:15.56
4,9.96,1:25.63,2,9.96,1:25.50,1,9.46,1:24.30,5,10.16,1:25.76,3,10.01,1:25.57
5,30.86,1:56.494,3,10.31,1:35.814,1,9.94,1:34.24,2,9.88,1:35.64,4,26.41,1:51.985
