Lucia Ana ILIJIC POSITION,Lucia Ana ILIJIC LAP TIME,Lucia Ana ILIJIC ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME
5,13.98,13.98,1,13.31,13.31,3,13.58,13.58,2,13.45,13.45,4,13.68,13.68
5,10.63,24.61,1,10.52,23.83,3,10.47,24.05,2,10.50,23.95,4,10.47,24.15
5,10.59,35.20,1,10.40,34.23,2,10.26,34.31,3,10.39,34.34,4,10.40,34.55
5,10.67,45.87,2,10.19,44.42,1,10.04,44.35,3,10.12,44.46,4,10.23,44.78
5,10.84,56.71,2,10.02,54.44,1,10.01,54.36,3,10.10,54.56,4,10.27,55.05
5,11.12,1:07.83,1,9.75,1:04.19,3,10.04,1:04.40,2,9.74,1:04.30,4,10.47,1:05.52
5,11.40,1:19.23,1,9.74,1:13.93,3,9.92,1:14.32,2,9.75,1:14.05,4,10.91,1:16.43
5,11.70,1:30.93,1,9.99,1:23.92,3,9.98,1:24.30,2,9.89,1:23.94,4,11.57,1:28.00
5,12.02,1:42.947,2,10.23,1:34.144,3,10.19,1:34.483,1,9.98,1:33.918,4,12.18,1:40.179
