DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,V Gundmi RAGHAVENDRA POSITION,V Gundmi RAGHAVENDRA LAP TIME,V Gundmi RAGHAVENDRA ELAPSED TIME
1,7.20,7.20,2,7.32,7.32,3,7.45,7.45,4,7.78,7.78
1,9.43,16.63,2,9.39,16.71,3,9.38,16.83,4,9.90,17.68
1,8.71,25.34,2,8.70,25.41,3,8.71,25.54,4,15.64,33.32
1,8.79,34.13,2,8.74,34.15,3,8.74,34.28,4,14.02,47.34
2,8.93,43.054,1,8.84,42.990,3,9.00,43.279,4,12.27,59.604
