LIU Ming-Hsten POSITION,LIU Ming-Hsten LAP TIME,LIU Ming-Hsten ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,13.831,13.831,2,13.834,13.834,3,13.865,13.865,4,14.038,14.038
4,12.278,26.108,2,10.919,24.753,3,10.898,24.763,1,10.505,24.542
4,10.614,36.721,3,10.434,35.186,2,10.301,35.063,1,10.391,34.933
4,10.767,47.488,2,10.078,45.263,1,10.084,45.147,3,10.354,45.286
4,11.141,58.629,2,10.021,55.284,3,10.154,55.300,1,9.927,55.213
4,11.585,1:10.214,1,10.048,1:05.331,2,10.064,1:05.363,3,10.659,1:05.872
4,11.931,1:22.145,3,9.984,1:15.315,1,9.910,1:15.273,2,9.418,1:15.289
4,12.563,1:34.708,1,9.755,1:25.070,2,9.821,1:25.093,3,9.815,1:25.103
4,12.76,1:47.460,2,9.91,1:34.973,3,10.17,1:35.260,1,9.60,1:34.695
