Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
3,13.93,13.93,1,13.81,13.81,4,14.17,14.17,2,13.92,13.92
2,10.44,24.37,1,10.46,24.27,4,10.39,24.56,3,10.57,24.49
2,10.52,34.89,1,10.45,34.72,4,10.58,35.14,3,10.51,35.00
3,9.98,44.87,2,10.06,44.78,4,10.04,45.18,1,9.78,44.78
3,9.63,54.50,2,9.63,54.41,4,9.90,55.08,1,9.56,54.34
3,10.05,1:04.55,2,10.02,1:04.43,4,10.26,1:05.34,1,10.01,1:04.35
3,10.04,1:14.59,2,10.10,1:14.53,4,10.58,1:15.92,1,10.08,1:14.43
1,9.55,1:24.14,3,10.05,1:24.58,4,10.92,1:26.84,2,10.00,1:24.43
1,9.59,1:33.731,3,10.02,1:34.596,4,11.26,1:38.095,2,10.07,1:34.495
