Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
0,12.834,12.834,0,12.830,12.830,0,12.684,12.684,0,12.881,12.881
0,9.907,22.741,0,9.889,22.719,0,9.675,22.359,0,9.890,22.771
0,9.588,32.329,0,9.588,32.307,0,9.622,31.981,0,9.492,32.263
0,9.666,41.995,0,9.579,41.886,0,9.748,41.729,0,9.569,41.833
0,9.646,51.641,0,9.645,51.531,0,9.488,51.217,0,9.623,51.456
0,9.343,1:00.984,0,9.405,1:00.937,0,9.401,1:00.618,0,9.438,1:00.893
0,9.249,1:10.233,0,9.309,1:10.246,0,9.398,1:10.015,0,9.423,1:10.316
0,9.295,1:19.527,0,9.258,1:19.504,0,9.266,1:19.281,0,9.506,1:19.822
0,9.404,1:28.931,0,9.524,1:29.029,0,8.981,1:28.262,0,10.122,1:29.944
