LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,6.76,6.76,2,6.93,6.93,3,7.06,7.06,4,7.22,7.22,5,7.33,7.33
1,8.67,15.43,2,8.68,15.61,3,8.71,15.77,4,8.70,15.92,4,8.59,15.92
1,8.21,23.64,2,8.16,23.77,3,8.21,23.98,5,8.35,24.27,4,8.21,24.13
1,8.42,32.06,2,8.35,32.12,3,8.20,32.18,5,8.39,32.66,4,8.30,32.43
1,8.66,40.72,3,8.76,40.88,2,8.65,40.83,5,18.20,50.863,4,8.56,40.991
