Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,YAKUSHTOV Sergei POSITION,YAKUSHTOV Sergei LAP TIME,YAKUSHTOV Sergei ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME
1,13.806,13.806,2,13.974,13.974,3,14.002,14.002,4,14.116,14.116
3,10.701,24.506,2,10.507,24.481,4,10.620,24.622,1,10.057,24.172
3,10.174,34.679,1,10.037,34.518,2,10.050,34.672,4,10.537,34.708
1,10.161,44.840,3,10.349,44.866,4,10.301,44.973,2,10.140,44.848
1,10.249,55.088,2,10.265,55.130,4,10.446,55.419,3,10.471,55.319
1,10.026,1:05.114,2,10.145,1:05.274,4,10.263,1:05.681,3,10.144,1:05.462
1,10.081,1:15.194,2,9.947,1:15.221,3,9.601,1:15.282,4,10.334,1:15.796
1,10.103,1:25.297,2,10.107,1:25.328,4,11.649,1:26.931,3,10.445,1:26.241
1,10.37,1:35.665,2,10.72,1:36.039,4,11.77,1:38.700,3,11.30,1:37.537
