Elena YAKUSCHENKO POSITION,Elena YAKUSCHENKO LAP TIME,Elena YAKUSCHENKO ELAPSED TIME,HUANG Yu-Ting POSITION,HUANG Yu-Ting LAP TIME,HUANG Yu-Ting ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
3,18.140,18.140,4,18.485,18.485,2,17.561,17.561,1,17.160,17.160
3,9.902,28.041,4,9.984,28.469,2,9.412,26.973,1,9.599,26.758
3,10.057,38.097,4,10.013,38.482,2,9.587,36.560,1,9.780,36.538
3,10.433,48.530,4,10.289,48.770,1,9.963,46.523,2,10.292,46.829
3,0.07,48.596,4,0.06,48.829,1,0.14,46.660,2,,46.793
