J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME
1,6.85,6.85,3,7.32,7.32,2,6.98,6.98,4,7.65,7.65
1,8.87,15.72,3,9.30,16.62,2,8.97,15.95,4,9.68,17.33
1,8.50,24.22,3,8.97,25.59,2,8.65,24.60,4,9.35,26.68
1,8.67,32.89,3,9.10,34.69,2,8.87,33.47,4,9.46,36.14
1,8.80,41.688,3,9.40,44.086,2,9.26,42.728,4,9.96,46.096
