NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME
1,6.94,6.94,2,7.05,7.05,3,7.22,7.22,4,7.34,7.34
1,8.85,15.79,2,8.94,15.99,3,8.89,16.11,4,8.92,16.26
1,8.52,24.31,2,8.41,24.40,3,8.41,24.52,4,8.37,24.63
1,8.59,32.90,3,8.64,33.04,2,8.41,32.93,4,8.58,33.21
4,8.89,41.791,3,8.70,41.744,1,8.73,41.66,0,8.53,41.74
