NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Bejamin WHITESIDE POSITION,Bejamin WHITESIDE LAP TIME,Bejamin WHITESIDE ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
5,14.33,14.33,2,14.04,14.04,4,14.14,14.14,1,13.89,13.89,3,14.08,14.08
4,10.23,24.56,3,10.43,24.47,5,10.57,24.71,1,10.43,24.32,2,10.31,24.39
3,10.16,34.72,5,10.42,34.89,4,10.10,34.81,1,10.24,34.56,2,10.26,34.65
3,10.03,44.75,5,10.12,45.01,4,10.08,44.89,1,9.95,44.51,2,10.00,44.65
3,9.51,54.26,5,9.66,54.67,4,9.48,54.37,1,9.55,54.06,2,9.49,54.14
3,9.38,1:03.64,5,9.65,1:04.32,4,9.36,1:03.73,1,9.36,1:03.42,2,9.38,1:03.52
3,9.03,1:12.67,5,9.88,1:14.20,4,9.24,1:12.97,1,9.02,1:12.44,2,9.00,1:12.52
3,9.02,1:21.69,5,10.09,1:24.29,4,9.44,1:22.41,2,9.07,1:21.51,1,8.92,1:21.44
3,9.20,1:30.89,5,10.16,1:34.45,4,9.84,1:32.25,2,9.25,1:30.76,1,9.04,1:30.48
