DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
1,13.19,13.19,2,13.33,13.33,3,13.49,13.49,4,13.78,13.78
1,10.86,24.05,2,10.80,24.13,3,10.70,24.19,4,10.57,24.35
3,10.94,34.99,1,10.77,34.90,2,10.75,34.94,4,10.87,35.22
3,10.64,45.63,1,10.62,45.52,2,10.65,45.59,4,10.46,45.68
3,10.31,55.94,1,10.20,55.72,2,10.26,55.85,4,10.39,56.07
3,10.07,1:06.01,1,10.08,1:05.80,2,10.08,1:05.93,4,10.06,1:06.13
3,9.84,1:15.85,2,9.88,1:15.68,1,9.70,1:15.63,4,9.93,1:16.06
3,9.54,1:25.39,2,9.59,1:25.27,1,9.55,1:25.18,4,9.88,1:25.94
3,9.36,1:34.75,2,9.41,1:34.68,1,9.45,1:34.63,4,10.48,1:36.42
