LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,WANG Xingchun POSITION,WANG Xingchun LAP TIME,WANG Xingchun ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,6.97,6.97,2,7.10,7.10,3,7.17,7.17,4,7.33,7.33
1,9.23,16.20,2,9.19,16.29,3,9.21,16.38,4,9.17,16.50
1,8.74,24.94,3,8.87,25.16,2,8.68,25.06,4,8.79,25.29
1,8.80,33.74,3,8.75,33.91,2,8.74,33.80,4,8.88,34.17
1,8.93,42.662,3,8.86,42.761,2,8.88,42.674,4,9.13,43.300
