Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
3,13.90,13.90,2,13.83,13.83,1,13.71,13.71
1,10.45,24.35,3,10.77,24.60,2,10.73,24.44
1,10.07,34.42,3,9.97,34.57,2,10.08,34.52
1,9.79,44.21,3,9.82,44.39,2,9.77,44.29
1,9.43,53.64,3,9.37,53.76,2,9.41,53.70
1,9.34,1:02.98,3,9.43,1:03.19,2,9.37,1:03.07
1,9.50,1:12.48,3,9.58,1:12.77,2,9.53,1:12.60
1,9.61,1:22.09,3,9.81,1:22.58,2,9.63,1:22.23
1,9.76,1:31.842,3,10.56,1:33.136,2,9.95,1:32.177
