Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
1,7.15,7.15,2,7.40,7.40,4,7.81,7.81,3,7.68,7.68
1,9.42,16.57,2,9.49,16.89,4,9.56,17.37,3,9.64,17.32
1,8.98,25.55,2,9.14,26.03,4,23.57,40.94,3,9.54,26.86
1,9.15,34.70,2,9.29,35.32,4,12.20,53.14,3,9.38,36.24
1,9.28,43.974,2,9.61,44.929,4,16.87,1:10.001,3,9.38,45.619
