Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME
1,6.95,6.95,4,7.29,7.29,2,7.17,7.17,5,7.36,7.36,3,7.27,7.27
1,8.99,15.94,4,9.30,16.59,3,9.01,16.18,5,9.33,16.69,2,8.79,16.06
1,8.40,24.34,4,8.31,24.90,3,8.37,24.55,5,8.53,25.22,2,8.37,24.43
1,8.50,32.84,4,8.33,33.23,3,8.50,33.05,5,8.80,34.02,2,8.54,32.97
1,8.69,41.53,5,50.68,1:23.91,4,31.06,1:04.11,3,9.33,43.35,2,8.68,41.65
