Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
5,13.69,13.69,1,13.30,13.30,4,13.49,13.49,2,13.34,13.34,3,13.47,13.47
5,9.96,23.65,3,10.07,23.37,1,9.78,23.27,2,9.93,23.27,4,10.05,23.52
5,9.55,33.20,3,9.64,33.01,1,9.49,32.76,2,9.59,32.86,4,9.61,33.13
5,9.59,42.79,3,9.56,42.57,1,9.61,42.37,2,9.60,42.46,4,9.58,42.71
5,9.38,52.17,3,9.38,51.95,1,9.40,51.77,2,9.39,51.85,4,9.35,52.06
5,9.55,1:01.72,3,9.48,1:01.43,1,9.47,1:01.24,2,9.48,1:01.33,4,9.50,1:01.56
5,9.11,1:10.83,3,9.12,1:10.55,1,9.12,1:10.36,2,9.15,1:10.48,4,9.10,1:10.66
5,9.20,1:20.03,3,9.20,1:19.75,1,9.19,1:19.55,2,9.23,1:19.71,4,9.16,1:19.82
5,9.89,1:29.914,4,10.10,1:29.846,1,9.18,1:28.730,3,9.86,1:29.563,2,9.22,1:29.036
