Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
1,7.130,7.130,3,7.220,7.220,4,7.680,7.680,2,7.170,7.170
3,9.750,16.880,1,9.490,16.710,4,9.800,17.490,2,9.620,16.790
3,9.100,25.990,2,9.220,25.940,4,9.330,26.830,1,9.060,25.860
3,9.220,35.220,2,9.100,35.050,4,9.410,36.240,1,9.120,34.980
3,9.560,44.780,2,9.690,44.740,4,9.900,46.150,1,9.470,44.460
