Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Aaron HEO POSITION,Aaron HEO LAP TIME,Aaron HEO ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME
1,12.56,12.56,3,12.69,12.69,2,12.66,12.66,4,12.80,12.80,5,13.01,
1,9.71,22.27,3,9.80,22.49,4,9.95,22.61,2,9.57,22.37,5,9.69,
1,9.54,31.81,3,9.56,32.05,4,9.55,32.16,2,9.51,31.88,5,9.57,
1,9.39,41.20,3,9.39,41.44,4,9.46,41.62,2,9.43,41.31,5,9.48,
1,9.22,50.42,3,9.20,50.64,5,9.33,50.95,2,9.20,50.51,4,8.98,
1,9.01,59.43,3,8.97,59.61,5,9.23,1:00.18,2,8.99,59.50,4,8.99,
1,8.91,1:08.34,4,9.22,1:08.83,5,9.40,1:09.58,2,8.92,1:08.42,3,8.99,
1,8.79,1:17.13,3,9.03,1:17.86,5,9.59,1:19.17,2,8.82,1:17.24,4,9.30,
1,8.85,1:25.98,3,9.21,1:27.07,5,9.89,1:29.06,2,8.90,1:26.14,4,10.00,
