LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
1,7.20,7.20,2,7.32,7.32,4,7.63,7.63,3,7.33,7.33,5,7.88,7.88
1,9.49,16.69,3,10.12,17.44,4,9.92,17.55,2,9.92,17.25,5,9.71,17.59
1,9.02,25.71,3,9.12,26.56,4,9.17,26.72,2,9.14,26.39,5,10.34,27.93
1,9.22,34.93,3,9.14,35.70,4,9.09,35.81,2,9.24,35.63,5,9.80,37.73
1,9.42,44.342,2,9.52,45.213,3,9.43,45.234,0,,PEN,4,10.26,47.988
