Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
1,13.010,13.010,4,13.410,13.410,2,13.120,13.120,3,13.400,13.400
2,10.300,23.310,1,9.830,23.240,3,10.300,23.430,4,10.090,23.500
1,9.850,33.160,3,10.120,33.360,4,10.040,33.480,2,9.820,33.320
1,9.890,43.060,3,9.880,43.240,4,9.880,43.360,2,9.870,43.200
1,9.790,52.860,4,9.910,53.160,3,9.760,53.120,2,9.840,53.040
1,9.470,1:02.330,3,9.400,1:02.560,4,9.440,1:02.570,2,9.440,1:02.490
1,9.360,1:11.700,2,9.240,1:11.800,4,9.450,1:12.030,3,9.370,1:11.860
1,9.450,1:21.150,2,9.480,1:21.290,4,9.410,1:21.440,3,9.470,1:21.340
1,9.680,1:30.840,2,9.730,1:31.020,4,9.910,1:31.350,3,9.920,1:31.260
