Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,12.43,12.43,2,12.51,12.51,4,12.78,12.78,3,12.63,12.63,5,13.03,13.03
2,9.93,22.36,1,9.75,22.27,4,9.76,22.55,3,9.80,22.43,5,9.70,22.74
1,9.46,31.83,4,9.74,32.02,3,9.35,31.91,2,9.42,31.86,5,9.37,32.12
2,9.42,41.25,4,9.30,41.32,3,9.38,41.29,1,9.25,41.12,5,9.53,41.65
3,9.66,50.92,4,9.79,51.12,1,8.56,49.85,2,9.44,50.56,5,9.95,51.61
5,21.80,1:12.72,2,8.64,59.76,1,9.62,59.47,4,11.13,1:01.70,3,8.40,1:00.01
5,14.09,1:26.81,2,9.24,1:09.00,1,9.32,1:08.79,4,10.09,1:11.79,3,9.29,1:09.30
5,13.16,1:39.97,2,9.34,1:18.34,1,9.47,1:18.26,4,10.63,1:22.43,3,9.33,1:18.63
4,13.44,1:53.402,2,9.69,1:28.027,1,9.65,1:27.909,0,,DQ,3,9.48,1:28.106
