WANG Xue POSITION,WANG Xue LAP TIME,WANG Xue ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,Yuna KOIKE POSITION,Yuna KOIKE LAP TIME,Yuna KOIKE ELAPSED TIME
1,7.44,7.44,2,7.54,7.54,3,7.72,7.72,4,7.96,7.96
1,9.62,17.06,2,9.60,17.14,3,9.50,17.22,4,9.60,17.56
1,9.19,26.25,2,9.19,26.33,3,9.21,26.43,4,9.07,26.63
1,9.21,35.46,2,9.18,35.51,3,9.19,35.62,4,9.15,35.78
2,9.38,44.835,1,9.12,44.624,3,9.29,44.906,4,9.23,45.009
