ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME
2,13.43,13.43,1,13.28,13.28,3,13.47,13.47,4,13.57,13.57
3,10.02,23.45,1,10.15,23.44,2,9.97,23.44,4,10.22,23.80
2,9.99,33.45,1,9.97,33.41,3,10.07,33.52,4,9.93,33.74
2,9.97,43.42,1,9.78,43.20,3,9.92,43.45,4,9.88,43.62
2,9.97,53.40,1,10.11,53.32,3,9.95,53.40,4,10.01,53.64
3,9.94,1:03.34,1,9.94,1:03.27,2,9.89,1:03.30,4,9.91,1:03.55
3,9.88,1:13.23,1,9.80,1:13.07,2,9.90,1:13.20,4,9.92,1:13.48
2,9.63,1:22.86,1,9.72,1:22.79,3,9.86,1:23.07,4,9.69,1:23.17
1,9.71,1:32.562,2,9.86,1:32.650,3,9.92,1:32.989,4,18.40,1:41.569
