CHENG Xiao Lei POSITION,CHENG Xiao Lei LAP TIME,CHENG Xiao Lei ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Caroline HALLISEY POSITION,Caroline HALLISEY LAP TIME,Caroline HALLISEY ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME
1,17.352,17.352,2,17.426,17.426,3,17.471,17.471,4,17.991,17.991
1,9.609,26.961,2,9.604,27.030,3,9.607,27.078,4,9.622,27.613
1,9.739,36.699,3,9.822,36.851,2,9.726,36.803,4,9.941,37.553
1,9.943,46.642,2,9.833,46.684,3,9.916,46.718,4,10.204,47.757
1,,46.626,2,0.03,46.712,3,0.11,46.824,4,,47.703
