Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME
2,15.414,15.414,3,15.478,15.478,1,15.327,15.327
2,11.747,27.161,3,11.879,27.357,1,11.769,27.096
2,11.430,38.591,3,11.367,38.724,1,11.406,38.502
2,11.171,49.762,3,11.286,50.010,1,11.154,49.656
1,10.843,1:00.605,3,10.795,1:00.805,2,10.997,1:00.653
2,9.561,1:10.167,3,9.367,1:10.172,1,9.461,1:10.114
2,17.787,1:27.953,3,20.949,1:31.120,1,9.923,1:20.036
2,11.389,1:39.343,3,11.948,1:43.069,1,10.432,1:30.468
2,10.194,1:49.537,3,11.232,1:54.301,1,9.967,1:40.435
