PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME
4,13.81,13.81,3,13.74,13.74,2,13.64,13.64,5,13.89,13.89,1,13.55,13.55
5,10.93,24.74,4,10.92,24.66,2,10.80,24.44,3,10.63,24.52,1,10.79,24.34
5,10.46,35.20,4,10.26,34.92,2,10.37,34.81,3,10.34,34.86,1,10.38,34.72
5,10.31,45.51,3,10.32,45.24,2,10.29,45.10,4,10.46,45.32,1,10.25,44.97
5,10.02,55.53,2,9.95,55.19,3,10.18,55.28,4,10.08,55.40,1,10.12,55.09
5,9.82,1:05.35,2,9.79,1:04.98,3,9.80,1:05.08,4,9.80,1:05.20,1,9.79,1:04.88
5,9.50,1:14.85,2,9.63,1:14.61,3,9.56,1:14.64,4,9.64,1:14.84,1,9.61,1:14.49
3,9.54,1:24.39,2,9.72,1:24.33,4,9.89,1:24.53,5,9.91,1:24.75,1,9.67,1:24.16
2,9.56,1:33.946,4,9.98,1:34.302,3,9.73,1:34.259,5,9.84,1:34.582,1,9.77,1:33.921
