Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.84,6.84,3,7.15,7.15,2,7.03,7.03,4,7.45,7.45
1,8.70,15.54,3,8.79,15.94,2,8.78,15.81,4,9.14,16.59
1,8.25,23.79,3,8.34,24.28,2,8.26,24.07,4,8.77,25.36
1,8.40,32.19,3,8.35,32.63,2,8.37,32.44,4,9.00,34.36
1,8.65,40.834,3,8.51,41.137,2,8.57,41.003,4,9.40,43.751
