DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,PARK In Wook POSITION,PARK In Wook LAP TIME,PARK In Wook ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME
2,13.61,13.61,4,13.86,13.86,3,13.73,13.73,5,13.95,13.95,1,13.48,13.48
1,10.60,24.21,5,10.75,24.61,3,10.67,24.40,4,10.56,24.51,2,10.83,24.31
3,10.30,34.51,5,10.17,34.78,1,9.83,34.23,4,10.17,34.68,2,10.06,34.37
3,9.55,44.06,5,9.51,44.29,1,9.55,43.78,4,9.50,44.18,2,9.55,43.92
3,9.02,53.08,5,9.00,53.29,1,9.06,52.84,4,9.00,53.18,2,9.03,52.95
3,8.88,1:01.96,5,8.84,1:02.13,1,8.87,1:01.71,4,8.85,1:02.03,2,8.89,1:01.84
3,8.81,1:10.77,5,8.86,1:10.99,1,8.90,1:10.61,4,8.84,1:10.87,2,8.86,1:10.70
4,9.09,1:19.86,5,8.94,1:19.93,1,8.86,1:19.47,3,8.91,1:19.78,2,8.98,1:19.68
5,9.35,1:29.21,4,8.78,1:28.71,1,9.07,1:28.54,2,8.79,1:28.57,3,8.98,1:28.66
