Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME
1,7.20,7.20,2,7.28,7.28,3,7.46,7.46,4,7.56,7.56,5,7.74,7.74
1,9.45,16.65,2,9.48,16.76,3,9.44,16.90,4,9.47,17.03,5,9.40,17.14
1,8.90,25.55,2,8.88,25.64,3,8.84,25.74,4,8.80,25.83,5,8.83,25.97
1,9.03,34.58,5,36.80,1:02.44,3,9.17,34.91,2,8.95,34.78,4,9.01,34.98
1,9.24,43.820,0,,PEN,3,9.11,44.019,2,9.08,43.856,4,9.41,44.389
