Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
3,7.64,7.64,1,7.16,7.16,4,8.12,8.12,2,7.43,7.43
3,9.75,17.39,1,9.39,16.55,4,9.99,18.11,2,9.45,16.88
3,9.37,26.76,1,8.99,25.54,4,9.35,27.46,2,8.95,25.83
3,9.55,36.31,1,9.14,34.68,4,9.61,37.07,2,9.06,34.89
3,9.85,46.16,1,9.38,44.06,4,10.02,47.09,2,9.34,44.23
