ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
1,7.33,7.33,2,7.43,7.43,4,7.62,7.62,3,7.53,7.53
1,9.34,16.67,2,9.33,16.76,4,9.51,17.13,3,9.35,16.88
1,8.98,25.65,2,9.00,25.76,4,8.92,26.05,3,8.99,25.87
1,9.13,34.78,2,9.11,34.87,4,9.04,35.09,3,9.09,34.96
1,9.34,44.12,2,9.33,44.20,4,9.41,44.50,3,9.28,44.24
