Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.94,6.94,3,7.21,7.21,2,7.12,7.12,4,7.27,7.27
1,9.50,16.44,3,9.40,16.61,2,9.41,16.53,4,9.52,16.79
1,8.91,25.35,2,8.86,25.47,3,9.04,25.57,4,8.88,25.67
1,9.07,34.42,2,8.96,34.43,3,9.02,34.59,4,9.04,34.71
3,9.33,43.747,1,9.11,43.532,2,9.14,43.724,4,9.20,43.909
