LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
5,11.77,11.77,1,7.05,7.05,2,7.41,7.41,4,7.58,7.58,3,7.42,7.42
5,15.02,26.79,1,9.19,16.24,3,9.24,16.65,4,9.16,16.74,2,8.91,16.33
5,10.52,37.31,2,8.65,24.89,3,8.65,25.30,4,8.62,25.36,1,8.46,24.79
5,9.80,47.11,2,8.63,33.52,4,8.79,34.09,3,8.70,34.06,1,8.57,33.36
5,9.84,56.957,2,8.74,42.26,3,9.21,43.300,4,9.34,43.403,1,8.75,42.11
