SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
0,7.513,7.513,0,7.396,7.396,0,7.287,7.287,0,7.597,7.597
0,9.507,17.020,0,9.572,16.968,0,9.419,16.706,0,9.558,17.155
0,9.517,26.537,0,9.981,26.949,0,9.478,26.184,0,9.520,26.675
0,9.267,35.804,0,9.176,36.125,0,9.600,35.784,0,9.236,35.911
0,,,0,,,0,,,0,,
