PARK Sun-Young POSITION,PARK Sun-Young LAP TIME,PARK Sun-Young ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
2,15.729,15.729,1,15.581,15.581,3,15.772,15.772,4,15.953,15.953
1,10.668,26.397,4,11.712,27.293,2,10.732,26.503,3,10.806,26.758
2,10.440,36.837,1,9.369,36.662,3,10.486,36.988,4,10.465,37.223
1,10.129,46.966,2,10.500,47.161,3,10.211,47.199,4,10.245,47.467
3,10.176,57.141,1,9.948,57.108,2,9.935,57.134,4,9.990,57.456
1,10.142,1:07.282,2,10.345,1:07.453,4,10.783,1:07.916,3,10.327,1:07.783
2,10.241,1:17.523,1,9.969,1:17.421,4,10.408,1:18.324,3,10.183,1:17.965
2,10.274,1:27.797,1,10.267,1:27.687,4,10.776,1:29.099,3,10.078,1:28.043
1,10.10,1:37.892,2,10.26,1:37.941,4,10.77,1:39.866,3,10.18,1:38.221
