Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,13.290,13.290,4,13.645,13.645,2,13.503,13.503,3,13.609,13.609
1,10.372,23.661,2,10.078,23.722,3,10.277,23.779,4,10.295,23.904
2,10.550,34.211,3,10.650,34.371,1,10.417,34.195,4,10.553,34.457
1,10.700,44.911,4,10.804,45.175,2,10.730,44.925,3,10.657,45.114
1,10.397,55.308,4,10.436,55.611,2,10.430,55.354,3,10.427,55.540
2,10.130,1:05.437,4,10.043,1:05.653,1,10.021,1:05.375,3,10.079,1:05.618
1,9.632,1:15.068,4,10.073,1:15.725,2,9.958,1:15.333,3,9.820,1:15.438
1,9.555,1:24.623,4,10.180,1:25.905,2,9.625,1:24.957,3,9.747,1:25.184
1,10.06,1:34.683,4,10.91,1:36.814,2,9.83,1:34.778,3,9.99,1:35.171
