Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,13.810,13.810,3,14.030,14.030,2,14.020,14.020
1,10.110,23.920,2,9.900,23.940,3,10.000,24.020
1,9.530,33.460,2,9.570,33.510,3,9.560,33.580
1,9.390,42.860,3,9.470,42.990,2,9.380,42.970
1,9.430,52.290,2,9.340,52.330,3,9.510,52.480
1,9.150,1:01.440,3,9.460,1:01.790,2,9.260,1:01.750
1,9.140,1:10.580,3,9.920,1:11.710,2,9.310,1:11.060
1,9.130,1:19.720,3,8.970,1:20.680,2,9.180,1:20.240
1,9.480,1:29.200,3,10.040,1:30.730,2,9.450,1:29.700
