BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,6.89,6.89,3,7.40,7.40,2,7.13,7.13,4,7.52,7.52
1,9.17,16.06,3,9.21,16.61,2,9.05,16.18,4,9.42,16.94
1,8.79,24.85,3,8.56,25.17,2,8.76,24.94,4,9.07,26.01
1,8.88,33.73,3,8.73,33.90,2,8.89,33.83,4,9.31,35.32
1,9.05,42.771,3,9.06,42.960,2,8.96,42.786,4,9.47,44.781
