van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
1,7.12,7.12,5,7.79,7.79,4,7.56,7.56,2,7.31,7.31,3,7.41,7.41
1,9.25,16.37,5,9.26,17.05,4,9.31,16.87,2,9.17,16.48,3,9.24,16.65
1,8.68,25.05,5,8.68,25.73,4,8.80,25.67,2,8.66,25.14,3,8.59,25.24
1,8.87,33.92,5,8.93,34.66,4,8.96,34.63,3,9.11,34.25,2,8.76,34.00
1,9.23,43.15,5,9.08,43.749,4,9.06,43.69,3,9.11,43.36,2,9.24,43.24
