PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,RAINOLTER Cecilia POSITION,RAINOLTER Cecilia LAP TIME,RAINOLTER Cecilia ELAPSED TIME,Tjasa KROFLIC POSITION,Tjasa KROFLIC LAP TIME,Tjasa KROFLIC ELAPSED TIME,KANG Luqian POSITION,KANG Luqian LAP TIME,KANG Luqian ELAPSED TIME
4,21.393,21.393,1,20.843,20.843,2,21.061,21.061,3,21.280,21.280
4,16.215,37.608,2,16.344,37.186,1,16.052,37.112,3,16.148,37.428
4,14.039,51.647,1,14.060,51.246,2,14.146,51.258,3,14.116,51.543
4,13.067,1:04.713,1,13.038,1:04.283,2,13.128,1:04.386,3,13.055,1:04.598
4,12.288,1:17.000,1,12.334,1:16.617,2,12.248,1:16.634,3,12.316,1:16.913
2,11.367,1:28.366,1,11.619,1:28.235,4,11.810,1:28.443,3,11.472,1:28.385
3,10.335,1:38.701,1,10.281,1:38.516,4,11.254,1:39.696,2,10.208,1:38.592
3,10.581,1:49.281,2,10.699,1:49.215,4,11.234,1:50.930,1,10.620,1:49.212
2,9.98,1:59.256,3,10.08,1:59.290,4,11.46,2:02.389,1,9.87,1:59.079
