Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Nikolay FEDORENKO POSITION,Nikolay FEDORENKO LAP TIME,Nikolay FEDORENKO ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
3,14.599,14.599,5,14.796,14.796,1,14.360,14.360,2,14.447,14.447,4,14.738,14.738
5,11.460,26.058,1,10.812,25.607,3,11.514,25.873,2,11.342,25.789,4,11.200,25.937
2,9.901,35.959,4,10.419,36.026,1,10.023,35.895,3,10.198,35.986,5,10.358,36.294
1,9.788,45.747,4,10.006,46.031,3,10.095,45.989,2,9.841,45.827,5,9.943,46.236
1,10.155,55.902,5,10.345,56.375,4,10.294,56.283,2,10.091,55.917,3,9.949,56.184
1,10.090,1:05.991,5,10.107,1:06.482,3,9.951,1:06.233,2,10.145,1:06.061,4,10.213,1:06.397
1,9.867,1:15.858,4,9.761,1:16.242,3,9.937,1:16.170,5,10.362,1:16.422,2,9.540,1:15.937
1,9.774,1:25.631,3,9.723,1:25.965,4,9.927,1:26.096,5,10.875,1:27.297,2,9.734,1:25.670
1,10.10,1:35.730,2,9.83,1:35.789,0,,DQ,3,11.51,1:38.804,0,,DQ
