Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.626,6.626,2,6.703,6.703,3,6.898,6.898,4,8.053,8.053
1,8.951,15.577,2,8.910,15.612,3,8.861,15.759,4,9.265,17.318
1,8.626,24.203,2,8.628,24.241,3,8.620,24.378,4,8.419,25.737
2,8.721,32.924,1,8.215,32.455,3,9.189,33.567,4,9.466,35.202
1,8.875,41.800,2,9.887,42.342,4,35.777,1:09.344,3,8.680,43.883
