START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
4,9.50,9.50,1,9.35,9.35,2,9.39,,5,9.72,9.72,8,10.03,10.03,3,9.47,9.47,6,9.87,9.87,7,9.99,9.99,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
3,11.80,21.30,2,11.84,21.19,4,12.09,,6,11.97,21.69,8,11.92,21.95,5,12.10,21.57,7,11.95,21.82,1,11.08,21.07,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
2,10.64,31.94,3,10.77,31.96,4,10.55,,6,10.72,32.41,8,10.71,32.66,5,10.67,32.24,7,10.68,32.50,1,10.79,31.86,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,9.88,41.82,4,10.03,41.99,6,10.00,,3,9.56,41.97,7,9.46,42.12,4,9.75,41.99,8,9.63,42.13,2,10.04,41.90,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
3,9.75,51.57,5,9.88,51.87,7,10.06,,1,9.58,51.55,6,9.88,52.00,4,9.75,51.74,8,10.11,52.24,1,9.65,51.55,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
3,9.90,1:01.47,5,9.71,1:01.58,7,9.72,,4,10.01,1:01.56,1,9.31,1:01.31,6,10.00,1:01.74,8,9.74,1:01.98,2,9.83,1:01.38,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
4,9.40,1:10.87,5,9.38,1:10.96,7,9.28,,1,9.02,1:10.58,2,9.34,1:10.65,6,9.29,1:11.03,8,9.26,1:11.24,3,9.41,1:10.79,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,9.10,1:19.97,5,9.32,1:20.28,6,9.25,,1,9.39,1:19.97,3,9.43,1:20.08,7,9.33,1:20.36,8,9.35,1:20.59,4,9.40,1:20.19,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,8.97,1:28.94,5,9.05,1:29.33,6,9.07,,2,9.08,1:29.05,3,9.09,1:29.17,7,9.15,1:29.51,8,9.30,1:29.89,4,9.06,1:29.25,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,9.03,1:37.97,5,9.01,1:38.34,5,8.93,,2,9.05,1:38.10,4,9.06,1:38.23,7,8.99,1:38.50,8,9.35,1:39.24,3,8.95,1:38.20,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
2,9.05,1:47.02,7,9.63,1:47.97,6,9.35,,1,8.91,1:47.01,5,9.33,1:47.56,4,8.85,1:47.35,8,9.67,1:48.91,3,9.02,1:47.22,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,9.04,1:56.06,7,9.10,1:57.07,6,9.32,,2,9.15,1:56.16,5,9.35,1:56.91,4,9.01,1:56.36,8,9.93,1:58.84,3,9.09,1:56.31,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,9.18,2:05.24,5,9.55,2:06.62,6,9.81,,2,9.15,2:05.31,7,10.00,2:06.91,4,9.26,2:05.62,8,10.35,2:09.19,3,9.14,2:05.45,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
1,,2:14.615,5,9.67,2:16.263,6,10.46,,2,,2:14.632,6,10.88,2:17.754,4,9.38,2:14.975,7,10.60,2:19.757,3,9.32,2:14.750,2016-2017,ISU World Cup 2016/17 - Calgary (CAN),1500m,m,Semifinals,3
