EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
3,7.56,7.56,4,7.77,7.77,1,7.46,7.46,5,7.99,7.99,2,7.51,7.51
3,9.55,17.11,4,9.54,17.31,1,9.56,17.02,5,10.50,18.49,2,9.58,17.09
2,9.16,26.27,4,9.13,26.44,1,9.15,26.17,5,10.09,28.58,3,9.21,26.30
3,9.19,35.46,4,9.23,35.67,1,9.20,35.37,5,10.20,38.78,2,9.15,35.45
3,9.62,45.08,4,9.61,45.28,1,9.50,44.87,5,10.60,49.38,2,9.50,44.95
