Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
2,13.53,13.53,1,13.40,13.40,3,13.54,13.54,4,13.65,13.65
1,10.33,23.86,2,10.50,23.90,3,10.47,24.01,4,10.47,24.12
1,10.08,33.94,2,10.15,34.05,3,10.15,34.16,4,10.16,34.28
1,10.06,44.00,2,10.08,44.13,3,10.08,44.24,4,10.09,44.37
1,9.99,53.99,2,9.98,54.11,3,10.01,54.25,4,10.03,54.40
1,9.99,1:03.98,3,9.98,1:04.09,2,9.81,1:04.06,4,9.87,1:04.27
1,10.03,1:14.01,3,10.24,1:14.33,2,10.09,1:14.15,4,10.21,1:14.48
1,10.37,1:24.38,3,10.24,1:24.57,2,10.37,1:24.52,4,10.22,1:24.70
1,10.47,1:34.841,3,10.58,1:35.143,2,10.42,1:34.934,4,10.48,1:35.171
