Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
3,7.36,7.36,2,7.14,7.14,1,6.97,6.97,4,7.49,7.49
3,9.07,16.43,2,9.19,16.33,1,9.02,15.99,4,9.17,16.66
3,8.36,24.79,2,8.35,24.68,1,8.60,24.59,4,8.55,25.21
3,8.60,33.39,1,8.49,33.17,2,8.77,33.36,4,8.75,33.96
3,8.85,42.234,1,8.87,42.036,2,8.81,42.165,4,9.01,42.963
