Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Daniela VLAEVA POSITION,Daniela VLAEVA LAP TIME,Daniela VLAEVA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
2,7.602,7.602,1,7.453,7.453,3,7.675,7.675,4,7.696,7.696
1,9.392,16.993,2,9.698,17.150,4,9.921,17.595,3,9.839,17.534
2,9.248,26.241,1,9.081,26.230,4,9.096,26.691,3,9.141,26.675
2,9.463,35.703,1,9.260,35.490,3,9.233,35.923,4,9.332,36.007
2,9.93,45.625,1,9.98,45.468,4,9.94,45.861,3,9.69,45.693
