Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
3,7.12,7.12,2,6.89,6.89,1,6.81,6.81,4,7.13,7.13
4,9.96,17.09,2,9.15,16.05,1,9.21,16.03,3,9.09,16.23
4,9.49,26.59,1,8.47,24.53,2,8.75,24.79,3,9.56,25.80
4,9.57,36.17,1,8.72,33.25,2,9.23,34.02,3,9.51,35.32
4,9.63,45.793,1,8.87,42.117,2,10.24,44.257,3,9.74,45.054
