Stephane PERIER POSITION,Stephane PERIER LAP TIME,Stephane PERIER ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,6.82,6.82,2,6.92,6.92,3,6.94,6.94,4,7.38,7.38
2,9.31,16.14,1,9.15,16.07,3,9.57,16.51,4,9.17,16.55
2,8.80,24.95,1,8.68,24.76,3,8.45,24.97,4,8.72,25.28
2,9.14,34.09,1,9.07,33.83,3,9.13,34.10,4,9.02,34.30
2,9.28,43.368,1,9.47,43.295,3,9.30,43.396,4,9.24,43.536
