ZHANG Weizhi POSITION,ZHANG Weizhi LAP TIME,ZHANG Weizhi ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME
1,13.34,13.34,2,13.45,13.45,4,13.55,13.55,3,13.46,13.46,5,13.82,13.82
2,10.34,23.68,3,10.39,23.84,4,10.40,23.95,1,10.16,23.62,5,10.25,24.07
2,10.22,33.90,3,10.13,33.97,4,10.12,34.07,1,10.22,33.84,5,10.10,34.17
1,9.42,43.32,3,9.56,43.53,4,9.56,43.63,2,9.59,43.43,5,9.69,43.86
1,9.64,52.96,3,9.62,53.15,4,9.60,53.23,2,9.63,53.06,5,10.10,53.96
1,9.54,1:02.50,3,9.50,1:02.65,4,9.57,1:02.80,2,9.57,1:02.63,5,10.65,1:04.61
1,9.54,1:12.04,2,9.49,1:12.14,3,9.61,1:12.41,4,10.06,1:12.69,5,11.09,1:15.70
1,9.55,1:21.59,2,9.54,1:21.68,3,9.62,1:22.03,4,10.26,1:22.95,5,11.32,1:27.02
1,9.64,1:31.23,2,9.63,1:31.31,3,9.76,1:31.769,4,10.67,1:33.604,5,11.51,1:38.520
