Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
4,7.82,7.82,2,7.50,7.50,1,7.22,7.22,3,7.71,7.71
4,16.63,24.45,2,9.84,17.34,1,9.43,16.65,3,9.91,17.62
4,12.51,36.96,2,9.29,26.63,1,9.09,25.74,3,9.49,27.11
4,11.56,48.52,2,9.43,36.06,1,9.15,34.89,3,9.63,36.74
4,11.76,1:00.279,2,9.78,45.833,1,9.31,44.194,3,9.89,46.624
