Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Ivan BELOV POSITION,Ivan BELOV LAP TIME,Ivan BELOV ELAPSED TIME
2,6.991,6.991,1,6.634,6.634,4,7.184,7.184,3,7.112,7.112
1,8.639,15.629,2,9.011,15.645,3,9.296,16.479,4,9.792,16.903
1,8.874,24.502,2,8.931,24.576,3,8.909,25.388,4,9.370,26.272
3,10.179,34.681,1,9.122,33.697,2,9.151,34.539,4,9.391,35.663
3,9.60,44.274,1,9.73,43.420,2,9.34,43.871,4,9.82,45.482
