Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME
0,14.177,14.177,0,13.993,13.993,0,13.941,13.941,0,14.249,14.249
0,10.927,25.104,0,10.759,24.752,0,10.799,24.740,0,10.889,25.138
0,10.456,35.560,0,10.543,35.295,0,10.551,35.291,0,10.478,35.616
0,10.459,46.019,0,10.399,45.694,0,10.473,45.764,0,10.302,45.918
0,9.905,55.923,0,9.839,55.533,0,9.942,55.705,0,9.338,55.256
0,9.824,1:05.748,0,9.569,1:05.102,0,9.465,1:05.170,0,9.438,1:04.694
0,10.192,1:15.940,0,9.823,1:14.925,0,9.669,1:14.840,0,9.540,1:14.234
0,10.577,1:26.516,0,10.051,1:24.976,0,9.902,1:24.742,0,9.972,1:24.205
0,,,0,,,0,,,0,,
