Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
1,14.283,14.283,3,14.427,14.427,2,14.408,14.408
1,10.905,25.188,3,11.135,25.561,2,11.067,25.474
1,10.723,35.910,3,10.537,36.098,2,10.447,35.921
1,10.223,46.133,3,10.276,46.373,2,10.274,46.194
1,10.183,56.315,3,10.256,56.629,2,10.262,56.456
1,9.417,1:05.732,2,9.575,1:06.203,3,9.849,1:06.305
1,9.594,1:15.326,2,9.388,1:15.591,3,9.557,1:15.862
1,9.370,1:24.695,2,9.671,1:25.262,3,9.568,1:25.430
1,9.99,1:34.681,3,10.34,1:35.597,2,9.83,1:35.254
